,review_content
48622,"['part', 'problem', 'evolution', 'aside', 'fact', 'really', 'funny', 'mostly', 'jade', 'little', 'gee', 'whiz', 'almost', 'awe']"
11995,"['welcome', 'january', 'dead', 'zone']"
14954,"['shortage', 'wit', 'intelligence', 'dialogue', 'ghost', 'writer', 'elementary', 'conventional']"
2653,"['although', 'scene', 'register', 'strong', 'impact', 'also', 'seem', 'lot', 'pad', 'overall', 'narrative', 'ultimately', 'diffuse', 'unfocused', 'film', 'sociological', 'impact', 'obviously', 'desire']"
12874,"['new', 'remake', '1980', 'hit', 'fame', 'go', 'live', 'forever', 'clearly', 'learn', 'fly']"
32077,"['rasp', 'tension', 'soon', 'smooth', 'away', 'plot', 'set', 'daft', 'hackneyed', 'course']"
12464,"['engross', 'case', 'justice']"
47281,"['treat', 'eye', 'ears', 'human', 'flavor']"
4854,"['frozen', 'hellhole']"
24976,"['poltergeist', 'deserve', 'serious', 'attention', 'lack', 'minimal', 'logic', 'coherent', 'objective', 'full', 'review', 'spanish']"
31176,"['could', 'best', 'enjoy', 'soundtrack']"
27263,"['vastly', 'overrate']"
18011,"['solid', 'version', 'story', 'eclipsed', '1951', 'film']"
35518,"['remain', 'reasonably', 'faithful', 'original', 'short', 'story', 'production', 'value', 'okay', 'dialogue', 'pretty', 'effective']"
48771,"['testosterone', 'swagger', 'try', 'hard', 'cool', 'opposite']"
4240,"['good', 'news', 'beverly', 'hill', 'chihuahua', 'apocalypse', 'signal', 'cultural', 'abomination', 'trailer', 'make', 'bad', 'news', 'pretty', 'much', 'best', 'thing', 'say']"
40914,"['flat', 'best', 'thing', 'see', 'year']"
18323,"['technical', 'material', 'good', 'fact', 'might', 'actually', 'like', 'movie', 'ignore', 'everything', 'else']"
24732,"['funny', 'entertain', 'year']"
6325,"['without', 'brando', 'movie', 'would', 'gag', 'surface', 'big', 'guy', 'self', 'parody', 'charm', 'whole', 'picture', 'resonate', 'presence']"
29013,"['video', 'essay', 'toward', 'turn', 'many', 'year', 'hourglass', 'branagh', 'screenwriter', 'condenses', 'king', 'henry', 'fifth', 'add', 'element', 'first', 'second', 'part', 'king', 'henry', 'fourth', 'effect', 'seamless']"
22263,"['film', 'wonderful', 'job', 'combine', 'dark', 'humor', 'classic', 'british', 'comedy']"
42773,"['perhaps', 'jane', 'austen', 'mansfield', 'park', 'jane', 'austen', 'would', 'probably', 'recognize', 'would', 'amuse', 'rest']"
49864,"['manifest', 'way', 'uniquely', 'ironically', 'fondly', '100', 'percent', 'new', 'york']"
22982,"['one', 'interesting', 'aspect', 'classic', 'movie', 'way', 'sam', 'spade', 'think', 'though', 'moral', 'dilemma']"
13113,"['park', 'hit', 'classic', 'vampire', 'theme', 'loose', 'often', 'meander', 'narrative']"
30338,"['music', 'human', 'comedy', 'work', 'fine']"
7368,"['flemish', 'dialogue', 'distinction', 'belgian', 'nic', 'balthazar', 'confident', 'fearless', 'directorial', 'debut']"
38874,"['overblown', 'fantasy']"
12396,"['mammoth', 'rich', 'child', 'eats', 'lunch', 'new', 'york', 'poor', 'boy', 'philippine', 'cry', 'go', 'privilege', 'begets', 'exploitation', 'grimly', 'deterministic', 'logic', 'page', 'page', 'bad', 'dialogue']"
29429,"['surge', 'sound', 'track', 'reminiscent', 'chariot', 'fire', 'simplistic', 'tale', 'fun', 'love', 'lad', 'learn', 'war', 'hell']"
37516,"['people', 'believe', 'grow', 'son', 'never', 'home', 'brook', 'serio', 'comedy', 'one', 'hollywood', 'picture', 'deal', 'mother', 'son', 'relationship', 'poignant', 'way', 'come', 'surprise', 'debbie', 'reynolds', 'comeback', 'turn', 'great']"
43003,"['give', 'two', 'year', 'best', 'performance', 'mcteer', 'brown', 'astonish', 'authenticity', 'naturalness', 'never', 'seem', 'like', 'act']"
18966,"['ultimately', 'film', 'amount', 'little', 'consummate', 'study', 'suspense', 'technique', 'dress', 'nowhere']"
27170,"['canine', 'crew', 'seem', 'real', 'infinitely', 'likeable', 'human', 'story', 'enjoyable', 'today', 'decade', 'ago']"
13919,"['much', 'dante', 'family', 'friendly', 'fantasy', 'tradition', 'gremlin', 'nostalgic', 'exercise', 'mild', 'scar', 'resembles', 'director', 'segment', 'twilight', 'zone', 'movie', 'many', 'creepy', 'fun', 'respect']"
33307,"['pleasant', 'eye', 'please', 'movie']"
5753,"['visitor', 'jenkins', 'finally', 'get', 'star', 'role', 'make', 'opportunity', 'brilliantly', 'sustain', 'performance', 'give', 'depth', 'resonance', 'spiritual', 'transcendence', 'start', 'one', 'stock', 'character']"
11298,"['never', 'quite', 'come', 'together', 'either', 'horror', 'movie', 'goofy', 'campfest']"
35567,"['othello', 'mesmerize', 'screen', 'version', 'shakespeare', 'drama', 'get', 'high', 'mark', 'memorable', 'delineation', 'red', 'hot', 'heart', 'jealousy']"
31543,"['western', 'back', 'vengeance', 'saddle', 'get', 'way']"
33114,"['costner', 'still', 'shout', 'hard', 'hear', 'way', 'back', '1940']"
46794,"['even', 'see', 'trick', 'end', 'come', 'block', 'away', 'many', 'viewer', 'still', 'pretty', 'wonderful', 'emote', 'relish']"
46576,"['finish', 'product', 'poster', 'may', 'allure', 'cut', 'may', 'look', 'promise', 'occur', 'end', 'probably', 'recommend', 'mediocre', 'result', 'friend']"
4802,"['serious', 'moment', 'accompany', 'collective', 'widespread', 'laughter', 'otherwise', 'well', 'behaved', 'audience', 'tell', 'tale', 'sign', 'something', 'go', 'wrong', 'translation', 'page', 'screen']"
10365,"['every', 'theme', 'thesis', 'italicise', 'trusted', 'probe', 'mind', 'preach', 'accompany', 'extra', 'emphasis', 'treacly', 'sacerdotal', 'music']"
10656,"['one', 'film', 'birth', 'fact', 'abort']"
34164,"['real', 'shock', 'come', 'noticed', 'woman', 'file', 'premiere', 'screen', 'beside', 'actually', 'mark', 'rating', 'card', 'excellent', 'grade']"
25748,"['film', 'least', 'good', 'conan', 'destroyer', 'faint', 'praise', 'indeed']"
17546,"['brian', 'palma', 'destine', 'great', 'american', 'director']"
19501,"['premise', 'movie', 'simple', 'extension', 'newsweek', 'statistic', 'alarm', 'woman', 'biological', 'clock', 'go', 'becomes', 'demon', 'deny']"
11833,"['genre', 'diverge', 'two', 'path', 'brutally', 'gruesome', 'suspenseful', 'go', 'latter', 'would', 'fine', 'fact', 'thrill']"
43426,"['boiler', 'room', 'great', 'strength', 'energy', 'level', 'every', 'scene', 'clip', 'along', 'pace', 'energy', 'level', 'world', 'set']"
27360,"['inevitable', 'staginess', 'tennessee', 'williams', 'devastate', 'portrait', 'delusion', 'cruelty', 'director', 'elia', 'kazan', 'catch', 'squalid', 'claustrophobic', 'atmosphere', 'new', 'orleans', 'tenement', 'right']"
33037,"['brilliant', 'combination', 'light', 'darkness', 'tenderness', 'violence', 'yes', 'laughter', 'tear']"
8201,"['hillcoat', 'take', 'far', 'dare', 'create', 'beautiful', 'suffering', 'film', 'somehow', 'manage', 'unwatchable', 'unmissable', 'time']"
44308,"['sunshine', 'cliff', 'note', 'lesson', 'assimilation', 'even', 'pre', 'bar', 'mitzvah', 'set', 'find', 'unconvincing']"
33959,"['film', 'highlight', 'genre', 'trait', 'replaces', 'violence', 'unparalleled', 'genre', 'entry', 'sam', 'peckinpah', 'trademark', 'punch', 'wild', 'bunch', 'showcase']"
5233,"['saawariya', 'hour', 'minute', 'wide', 'screen', 'close', 'ups', 'fanciful', 'set', 'colorful', 'costume', 'bellybutton', 'almost', 'kiss', 'pump', 'achingly', 'sweet', 'song']"
31065,"['lee', 'embrace', 'chinese', 'side', 'mother', 'american', 'unobtrusively', 'main', 'attraction', 'look', 'star', 'power', 'brandon', 'lee']"
25527,"['american', 'quest', 'mean', 'life', 'take', 'iowa', 'tibet', 'discover', 'spiritual', 'practice', 'equanimity', 'atttention', 'compassion']"
35864,"['wahlberg', 'creep', 'tastic', 'slow', 'burn', 'make', 'predictable', 'potboiler', 'little', 'bit', 'scary', 'lot', 'entertain']"
37520,"['deceptively', 'modest', 'way', 'edgily', 'sweet', 'comedy', 'get', 'close', 'bone', 'mother', 'son', 'relationship', 'many', 'solemn', 'opus']"
29270,"['film', 'without', 'mirth', 'magic']"
7493,"['seem', 'rip', 'today', 'headline', 'instead', 'play', 'like', 'typical', 'cat', 'mouse', 'spy', 'movie', 'top', 'notch', 'production', 'value', 'tack', 'romantic', 'angle']"
8502,"['suitable', 'kid', 'parent', 'suffer', 'much', 'accompany', 'kid']"
26615,"['look', 'back', 'today', 'clear', 'short', 'circuit', 'absolutely', 'awful', 'ally', 'sheedy', 'haircut']"
47890,"['place', 'seem', 'make', 'embitter', 'married', 'people']"
48332,"['two', 'star', 'chemistry', 'romantic', 'mystery', 'finally', 'lugubrious', 'performer', 'energy', 'reserve', 'lopez']"
32094,"['thriller', 'cover', 'tremendously', 'new', 'territory', 'lot', 'substance', 'well', 'make', 'excite']"
29199,"['give', 'level', 'violence', 'however', 'cartoonish', 'question', 'wisdom', 'mpaa', 'grant', 'movie', 'rating']"
33855,"['another', 'deft', 'deeply', 'affect', 'variation', 'krzysztof', 'kieslowski', 'recur', 'theme', 'people', 'interconnect', 'way', 'barely', 'fathom']"
22455,"['goldman', 'script', 'cannot', 'resist', 'undercut', 'subject', 'trivializing']"
48072,"['driven', 'mostly', 'preposterous', 'dramatic', 'center', 'race', 'scene', 'hold', 'death', 'trip', 'grip']"
26742,"['probes', 'life', 'compulsive', 'womanizer']"
6524,"['shame', 'gabrielle', 'union', 'get', 'well', 'script', 'one']"
3873,"['film', 'small', 'detail', 'rather', 'big', 'gesture', 'powerful']"
28703,"['every', 'bit', 'classic', 'reputation', 'suggests']"
40305,"['benigni', 'point', 'make', 'tender', 'sensitivity', 'child', 'innocence', 'worth', 'protect']"
3417,"['interview', 'come', 'across', 'like', 'act', 'exercise', 'workable', 'story']"
39773,"['act', 'crisp', 'dahl', 'know', 'pace', 'movie', 'make', 'look', 'good']"
37083,"['kevin', 'williamson', 'manage', 'make', 'movie', 'genuine', 'scary', 'movie', 'arch', 'parody', 'scary', 'movie']"
21934,"['welcome', 'title', 'state', 'rash', 'tornado']"
36667,"['make', 'child', 'see', 'movie', 'get', 'like', 'deform', 'main', 'character', 'know', 'kid', 'tell', 'difference', 'right', 'wrong']"
30062,"['classic', 'suspense', 'thriller', 'right', 'amount', 'drama', 'great', 'genre', 'execution', 'full', 'review', 'spanish']"
48200,"['impressive', 'score', 'kurt', 'kuenne', 'scrapbook', 'terrific', 'job', 'set', 'mood']"
14718,"['set', 'ups', 'rom', 'coms', 'usually', 'predictable', 'one', 'never', 'do', 'inventive', 'sort', 'believable', 'life', 'shame', 'since', 'delightful', 'lead', 'deserve', 'well']"
7798,"['watch', 'bettany', 'help', 'wonder', 'hell', 'talented', 'actor', 'stuck', 'ungodly', 'mess']"
23687,"['ludicrous', 'enjoyable', 'hooey']"
40632,"['movie', 'terrorist', 'bombing', 'contain', 'relatively', 'explosion', 'siege', 'deserve', 'special', 'award', 'lack', 'pyrotechnic', 'overkill']"
33509,"['nothing', 'surprise', 'despite', 'twist', 'story', 'attempt', 'take', 'formula', 'formula']"
45822,"['bait', 'probably', 'would', 'better', 'little', 'less', 'plotting', 'leisure', 'time', 'foxx', 'friend', 'really', 'develop', 'memorable', 'moment']"
28869,"['spite', 'obvious', 'scene', 'boy', 'grow', 'deer', 'run', 'rosy', 'skyline', 'relationship', 'handle', 'tenderness', 'taste']"
47145,"['pack', 'great', 'performer', 'matter', 'briefly', 'may', 'appear', 'camera', 'give', 'scene', 'deliver', 'line', 'dialogue', 'even', 'mere', 'look', 'absolutely', 'devastate']"
11288,"['orphan', 'contain', 'one', 'terrifying', 'intense', 'horror', 'ending', 'see', 'year', 'rest', 'film', 'laughably', 'bad']"
27805,"['thief', 'embues', 'crime', 'story', 'genre', 'fresh', 'sophistication']"
34695,"['foster', 'keep', 'party', 'hop', 'although', 'dark', 'humor', 'would', 'help', 'wind', 'sentiment', 'bromide']"
25292,"['ultimately', 'well', 'mean', 'effort', 'simply', 'remarkable', 'unremarkable']"
5082,"['explanation', 'sudan', 'politics', 'history', 'rudimentary', 'darfur', 'maintains', 'effectively', 'intense', 'focus', 'necessary', 'work', 'save', 'actual', 'people', 'darfur']"
11164,"['aselton', 'seem', 'ingest', 'hundred', 'forgettable', 'indie', 'comedy', 'regurgitate', 'applied', 'random', 'title', 'gigantic', 'come']"
5079,"['accomplishes', 'nothing', 'else', 'darfur', 'locates', 'sudan', 'map', 'film', 'provide', 'face', 'people', 'darfur']"
164,"['one', 'best', 'movie', 'ever', 'guilt', 'guardian', 'goodness', 'sign', 'yearn', 'belong', 'large', 'world']"
726,"['listen', 'soundtrack', 'would', 'likely', 'provide', 'good', 'artistic', 'experience', 'watch', 'predictable', 'plot', 'play']"
49758,"['everyone', 'generate', 'laugh', 'funny', 'moment', 'provide', 'dennis', 'farina', 'zooey', 'deschanel']"
16910,"['film', 'look', 'sound', 'age', 'remain', 'enthral']"
28440,"['vice', 'versa', 'treasure', 'movie', 'performance', 'hold', 'key', 'movie', 'find', 'humor', 'many', 'small', 'moment', 'truth', 'accurate', 'observation']"
25676,"['one', 'beautiful', 'heartbreaking', 'film', 'ever', 'see']"
36911,"['john', 'sayles', 'great', 'dialogue', 'even', 'genre', 'action']"
29339,"['call', 'corny', 'really', 'dig', 'without', 'flaw', 'ghost', 'still', 'boast', 'drama', 'comedy', 'romance', 'bit', 'spooky', 'stuff', 'boot']"
5860,"['pic', 'dramatic', 'lack', 'dynamic', 'one', 'sense', 'director', 'intent', 'affection', 'form', 'also', 'see', 'work', 'stylize', 'vein', 'necessarily', 'come', 'easily', 'filmmaker', 'hitherto', 'naturalistic', 'tendency']"
27347,"['brando', 'mumble', 'naturalism', 'animal', 'magnetism', 'leigh', 'preening', 'affect', 'theatrical', 'mannerism', 'difference', 'make', 'startle', 'contrast']"
26227,"['may', 'objection', 'feature', 'overlength', 'spotty', 'tempo']"
8171,"['movie', 'easy', 'eye', 'melody', 'fetch', 'silhouette', 'sunset', 'river', 'view', 'make', 'less', 'bogus']"
45975,"['tedious', 'ordeal', 'riddle', 'unlikable', 'character', 'recycle', 'gag', 'inane', 'plot', 'development']"
6920,"['favor', 'find', 'original', 'minute', 'twilight', 'zone', 'episode', 'box', 'watch', 'instead']"
27714,"['incredible', 'performance', 'highlight', 'brittle', 'emotional', 'saga', 'significant', 'moment', 'life', 'considerable', 'impact', 'later']"
4749,"['fry', 'american', 'british', 'irish', 'comedy', 'sensibility', 'trouble', 'satisfy', 'mainstream', 'movie', 'appetite']"
3967,"['utilizing', 'performance', 'capture', 'technology', 'intricate', 'ingenious', 'offering', 'fantasy', 'adventure', 'thrill', 'ride', 'soar', 'holiday', 'season']"
11379,"['concerned', 'produce', 'cheap', 'thrill', 'melodramatic', 'effect', 'create', 'sense', 'mystery', 'suspense']"
47483,"['surprising', 'chris', 'rock', 'even', 'consistently', 'funny', 'scene', 'able', 'sleep', 'character', 'stand', 'routine']"
10457,"['would', 'take', 'pretty', 'powerful', 'mind', 'control', 'convince', 'audience', 'push', 'winner']"
37503,"['abrasive', 'funny']"
41947,"['joy', 'hear', 'entire', 'film', 'audience', 'roar', 'glee', 'moonshine', 'lion', 'wall']"
32344,"['picture', 'overripe', 'exception', 'performance']"
31051,"['brandon', 'lee', 'may', 'want', 'follow', 'father', 'kick', 'step', 'unlike', 'martial', 'art', 'legend', 'bruce', 'lee', 'far', 'pretty', 'job']"
37044,"['low', 'expectation', 'overplay', 'urban', 'combat', 'drama', 'reward', 'tense', 'moment']"
37572,"['asian', 'martial', 'art', 'movie', 'interest', 'even', 'little', 'bit', 'go', 'want', 'see', 'iron', 'monkey']"
15489,"['granik', 'anne', 'rosellini', 'screenplay', 'simple', 'affair', 'allow', 'jennifer', 'lawrence', 'grim', 'determination', 'keep', 'hooked', 'work']"
40893,"['spade', 'serf', 'star', 'writer', 'lame', 'crass', 'romantic', 'comedy', 'joke', 'write', 'fall', 'flat', 'delivery', 'much', 'well']"
6018,"['even', 'director', 'gregory', 'hoblit', 'transform', 'untraceable', 'mediocre', 'horror', 'movie', 'compelling', 'thriller']"
39258,"['feel', 'like', 'say', 'hate', 'movie', 'really', 'bore', 'mind', 'lack', 'anything', 'real']"
16100,"['rule', 'careful', 'structure', 'govern', 'action', 'blaze', 'real', 'violence', 'human', 'nature', 'elemental', 'ferocity', 'reveal', 'unmasking', 'terrify', 'oddly', 'thrill']"
45606,"['question', 'work', 'extremely', 'well', 'introduction', 'dalai', 'lama', 'offer', 'tantalize', 'peek', 'dynamic', 'even', 'mischievous', 'personality', 'influential', 'man']"
13014,"['sophie', 'okonedo', 'good', 'hotel', 'rwanda', 'fine', 'well']"
48930,"['titanic', 'slow', 'continual', 'build', 'impend', 'doom', 'pearl', 'flighty', 'jaunt', 'poorly', 'write', 'love', 'triangle', 'briefly', 'interrupt', 'battle']"
3528,"['shhht', 'say', 'loud', 'actually', 'kinda', 'liked', 'night', 'shyamalan', 'late', 'movie']"
41779,"['miss', 'coherent', 'story', 'credible', 'character', 'literate', 'dialogue', 'make', 'film', 'matter', 'outlandish', 'dramatic', 'circumstance', 'involve']"
1488,"['routine', 'story', 'lack', 'real', 'warmth', 'make', 'movie', 'endure', 'one', 'child', 'share']"
26388,"['one', 'delightful', 'version']"
42070,"['lyrical', 'film', 'cop', 'yakuza', 'rekindle', 'love', 'man', 'woman', 'release', 'master', 'blu', 'ray', 'edition', 'rich', 'story', 'bonus', 'extra']"
38682,"['probably', 'guess', 'twist', 'story', 'fun', 'watch', 'anyway', 'voight', 'reptilian', 'performance', 'alone', 'worth', 'price', 'admission']"
26366,"['atmospheric', 'mesmerise', 'darkly', 'humourous', 'sizzle', 'script', 'cast', 'true', 'classic', 'genre']"
38383,"['film', 'terrible', 'might', 'think', 'bad']"
6766,"['movie', 'remake', 'lotl', 'rank', 'lose', 'space', 'fitfully', 'entertain', 'largely', 'uninspired', 'ferrell', 'best', 'end', 'strand', 'middle', 'idea', 'desert']"
9537,"['subtle', 'expression', 'masculine', 'angst', 'timid', 'flipside', 'fight', 'club', 'gentle', 'critique', 'american', 'dream', 'descent', 'empty', 'consumerism', 'less', 'cutesy', 'less', 'feminist', 'little', 'miss', 'sunshine']"
33118,"['correct', 'film', 'throughout', 'footage', 'manages', 'reach', 'sky', 'full', 'review', 'spanish']"
34112,"['perform', 'tremendous', 'gusto', 'theatrical', 'dash']"
5762,"['film', 'time', 'paranoid', 'heartbroken', 'disillusion', 'rare', 'recent', 'american', 'movie', 'whose', 'character', 'react', 'way', 'actual', 'people', 'might']"
35315,"['make', 'think', 'specific', 'subject', 'matter', 'capital', 'punishment', 'emotional', 'moral', 'social', 'political', 'context', 'intertwine', 'none', 'reducible', 'right', 'wrong']"
46295,"['one', 'case', 'win', 'snl', 'character', 'tame', 'wan', 'fizzled', 'farce', 'around']"
28745,"['lot', 'care', 'attention', 'go', 'oscar', 'win', 'screenplay', 'beautiful', 'cinematography', 'create', 'powerful', 'romantic', 'story']"
35979,"['take', 'exceptionally', 'talentless', 'screenwriter', 'director', 'make', 'foul', 'boring', 'worthless', 'descreation', 'defoe', 'witty', 'insightful', 'entertain', 'novel', 'densham', 'incompetent']"
30805,"['rally', 'end', 'prevent', 'chaperoning', 'adult', 'feeling', 'time', 'completely', 'waste']"
44808,"['frank', 'tashlin', 'live', 'action', 'cartoon', 'usual', 'favorite', 'star', 'jerry', 'lewis']"
37898,"['begin', 'movie', 'grabs', 'attention', 'let']"
14490,"['rom', 'coms', 'fairy', 'tale', 'start', 'finish', 'one', 'show', 'keep', 'thing', 'earth', 'still', 'completely', 'satisfy', 'resolution']"
6790,"['string', 'together', 'bunch', 'campy', 'retro', 'set', 'ups', 'witty', 'improvs', 'land', 'lose', 'manages', 'watchable', 'comedy', 'plenty', 'laugh']"
6982,"['think', 'carefully', 'attempt', 'unlock', 'mystery', 'box', 'go', 'back', 'cannot', 'undo', 'decision', 'never', 'get', 'back', '115', 'minute', 'horrify', 'end', '115', 'minute', 'feel', 'like', 'life', 'sentence']"
31898,"['discomforting', 'almost', 'surreal', 'study', 'rural', 'murder', 'case', 'offer', 'fascinate', 'insight', 'family', 'community', 'dynamic']"
46401,"['despite', 'spooky', 'color', 'desaturated', 'visuals', 'guffaw', 'scream', 'order']"
23055,"['superb', 'movie', 'stand', 'henry', 'viii']"
12929,"['despite', 'title', 'outrage', 'calm', 'rivet', 'provocative', 'take', 'pride', 'official', 'come', 'take', 'aim', 'remain', 'closet']"
19799,"['iconic', 'dance', 'movie', 'footloose', 'odd', 'bird', 'movie', 'surprisingly', 'little', 'dancing']"
13299,"['like', 'smog', 'settle', 'los', 'angeles', 'creep', 'sense', 'anomie', 'haunt', 'hollywood', 'power', 'player', 'parasites', 'sidle', 'nervously', 'shrink']"
43155,"['frill', 'convince', 'execution', 'end', 'world']"
33181,"['overkill', 'salvage', 'carrey', 'maniacal', 'performance']"
41003,['dering']
9176,"['script', 'half', 'powerful', 'swinton', 'could', 'special']"
12492,"['intricate', 'dual', 'character', 'study']"
33968,"['peckinpah', 'masterpiece', 'replete', 'poetic', 'violent', 'imagery', 'demystify', 'old', 'american', 'west', 'group', 'outlaw', 'railroader', 'businessmen', 'spar', 'critical', 'scrutiny', 'highlight', 'western', 'genre', 'one', '1969', 'best', 'film']"
12446,"['powerhouse', 'documentary', 'make', 'feel', 'mad', 'hell', 'unwilling', 'take', 'anymore']"
8380,"['remarkable', 'haunting', 'picture', 'worth', 'multiple', 'viewing']"
26745,"['decidedly', 'familiar', 'premise', 'employ', 'middle', 'effect', 'writer', 'director', 'blake', 'edward']"
38382,"['another', 'generic', 'action', 'flick']"
18028,"['okay', 'mildly', 'amuse', 'christmas', 'fare']"
18580,"['bleak', 'crime', 'melodrama', 'complexly', 'plot', 'good']"
43719,"['actor', 'capture', 'imagination', 'lovelorn', 'self', 'pity', 'arrest', 'adolescent', 'men', 'pretty', 'much', 'guy', 'one', 'time', 'another', 'way', 'john', 'cusack']"
6099,"['untraceable', 'wish']"
26553,"['good', 'many', 'laugh', 'simple', 'premise', 'script', 'exploitation']"
43215,"['eye', 'beholder', 'like', 'one', 'optical', 'cartoon', 'popular', 'half', 'decade', 'back', 'concentrate', 'less', 'see']"
11687,"['help', 'central', 'cast', 'almost', 'entirely', 'forgettable', 'smug', 'lounge', 'lizardry', 'bradley', 'cooper', 'boisterous', 'jack', 'black', 'lite', 'zach', 'galifianakis']"
15387,"['winter', 'bone', 'constantly', 'surprise', 'unexpected', 'twist', 'story', 'also', 'complexity', 'moral', 'ethical', 'decision', 'make', 'character']"
8866,"['woman', 'perfect', 'best', 'way', 'enjoy', 'showcase', 'top', 'female', 'act', 'talent', 'day']"
46088,"['result', 'get', 'carter', 'dummy', 'big', 'one', 'pay', 'see', 'also', 'incoherent', 'irredeemable', 'mess']"
37337,"['movie', 'version', 'reveals', 'play', 'always', 'melodrama', 'married', 'guy', 'dally', 'vengeful', 'girl']"
29636,"['overlong', 'sadistic', 'stale', 'even', 'convention', 'buddy', 'pic', 'genre']"
37986,"['robbins', 'understated', 'depression', 'lawrence', 'hyperactive', 'rant', 'perfectly', 'hilarious', 'foil', 'one', 'another']"
6235,"['empty', 'shell', 'entertain', 'nasty', 'streak', 'misogyny', 'single', 'note', 'ensemble', 'piece', 'much', 'less', 'zero']"
8723,"['meant', 'knightley', 'film', 'many', 'way', 'every', 'frame', 'look', 'dazzle', 'throughout', 'must', 'act', 'something', 'behind', 'eye', 'two', 'scene', 'well', 'rather', 'seriously']"
35607,"['begin', 'watchable', 'quickly', 'degenerate', 'brain', 'action', 'flick', 'produce', 'ton', 'derisive', 'laughter']"
9445,"['halfway', 'decent', 'thriller', 'bother', 'dig', 'deep', 'enough', 'concept', 'satisfy']"
5978,"['year', 'dull', 'movie', 'arrive', 'deeply', 'silly', 'badland', 'dead', 'winter', 'twice', 'long']"
34226,"['though', 'well', 'acted', 'chris', 'donnell', 'drerw', 'barrymore', 'yet', 'another', 'version', 'amour', 'fou', 'love', 'run', 'make', 'little', 'sense', 'fail', 'reach', 'heart']"
47237,"['movie', 'equivalent', 'great', 'read', 'beach']"
7777,"['priest', 'stylishly', 'conceive', 'odd', 'decent', 'action', 'sequence', 'also', 'derivative', 'curiously', 'flat', 'neither', 'scary', 'much', 'fun']"
48693,"['manage', 'deliver', 'wild', 'ride', 'promise']"
7100,"['well', 'act', 'engage', 'base', 'true', 'story', 'ultimately', 'black', 'water', 'lack', 'teeth']"
27635,"['truly', 'forgettable', 'except', 'booty']"
13313,"['spacey', 'good', 'film', 'find', 'emotional', 'center', 'leave', 'actor', 'act']"
8696,"['end', 'may', 'much', 'glorify', 'period', 'piece', 'soap', 'opera', 'rivet', 'performance', 'like', 'care']"
35111,"['heat', 'heat', 'intoxicate', 'seductive', 'look', 'feel', 'viewer', 'check', 'brain', 'door', 'succeed', 'surface', 'level']"
38273,"['character', 'one', 'dimensional', 'surprisingly', 'shallow', 'film', 'unpleasantly', 'predictable', 'realism', 'factor', 'gotta', 'kidding']"
33621,"['big', 'problem', 'jungle', 'book', 'sommers', 'busy', 'spin', 'camera', 'crowd', 'soundtrack', 'animal', 'noise', 'pile', 'cheesy', 'visual', 'effect', 'stop', 'reflective', 'moment', 'character', 'reveal', 'touch']"
8762,"['diane', 'english', 'abysmal', 'remake', 'george', 'cukor', '1939', 'femme', 'classic', 'fan', 'original', 'grow', 'claw']"
8039,"['sugar', 'slow', 'burning', 'exploration', 'immigrant', 'experience', 'grows', 'compel', 'miguel', 'start', 'realise', 'might', 'good', 'enough', 'realise', 'dream']"
11981,"['behind', 'curtain', 'never', 'ravish', 'reward']"
42276,"['come', 'away', 'man', 'moon', 'feel', 'find', 'essence', 'andy', 'kaufman', 'way', 'showbiz', 'biopics', 'ever']"
24648,"['like', 'creaky', 'universal', 'monster', 'epic', 'dracula', 'phantom', 'opera', 'one', 'classic', 'film', 'whose', 'reputation', 'trump', 'actual', 'cinematic', 'worth']"
28937,"['great', 'cast', 'occasional', 'moment', 'grace']"
12928,"['polemic', 'kind', 'natural', 'charge', 'glimpse', 'movie', 'something', 'complex', 'way', 'interesting', 'way', 'closet', 'psychology', 'mix', 'political', 'ambition', 'create', 'fascinate', 'hybrid', 'warring', 'desire']"
40597,"['deserves', 'close', 'consideration', 'receive']"
38653,"['first', 'scene', 'siodmak', 'classic', 'film', 'noir', 'come', 'ernest', 'hemingway', 'short', 'story', 'rest', 'pure', 'postwar', 'fatalism', 'pen', 'anthony', 'veiller', 'uncredited', 'john', 'huston']"
45165,"['even', 'mystery', 'double', 'triple', 'cross', 'really', 'matter', 'devolves', 'bullet', 'dodge', 'body', 'batter', 'scenery', 'demolish', 'collection', 'brawl']"
28446,"['gimmicky', 'whimsical', 'father', 'son', 'body', 'switcheroo', 'farce', 'flaccid', 'flaky', 'take', 'one', 'sit']"
5749,"['score', 'expand', 'scope', 'beyond', 'hot', 'button', 'issue', 'illegal', 'immigration', 'encompass', 'theme', 'friendship', 'break', 'free', 'stifle', 'routine']"
4705,"['hackneyed', 'slacker', 'scenario', 'reduce', 'film', 'entertainment', 'marathon', 'plot', 'tread', 'water', 'feel', 'good', 'message', 'come', 'around', 'much', 'packaging', 'product']"
10905,"['picture', 'lose', 'mind', 'abrasive', 'hunt', 'irreverence', 'twist', 'something', 'securely', 'oddball', 'affect', 'unnecessarily', 'toxic', 'tale', 'brilliant', 'knucklehead', 'live', 'tulsa', 'potential']"
28677,"['cult', 'classic', 'claw']"
19206,"['director', 'david', 'lynch', 'great', 'job', 'john', 'hurt', 'completely', 'commit', 'mise', 'scène', 'excellent', 'full', 'review', 'spanish']"
28473,"['play', 'dread', 'child', 'grow', 'become', 'hitler', 'youth', 'member', 'amaze', 'superpower']"
